ConceptID,ConceptLabel,Dependencies,TaxonomyID
87,Applications of Linear Equations,81,DATA
88,Consecutive Integers,87|15,DATA
89,Perimeter Problems,87,DATA
90,Distance Rate Time Problems,87,DATA
91,Inequality,8,LIN
92,Linear Inequality,91|81,LIN
93,Inequality Symbols,91,LIN
94,Graphing Inequalities,92|19,GRAPH
95,Solving Linear Inequalities,92|71,LIN
96,Compound Inequalities,95,LIN
97,And Inequalities,96,LIN
98,Or Inequalities,96,LIN
99,Absolute Value Equations,71|18,LIN
100,Absolute Value Inequalities,99|91,LIN
101,Relation,2,FUNC
102,Function,101,FUNC
103,Domain,102,FUNC
104,Range,102,FUNC
105,Input,102,FUNC
106,Output,102,FUNC
107,Function Notation,102,FUNC
108,Evaluating Functions,107|36,FUNC
109,Independent Variable,102|2,FUNC
110,Dependent Variable,102|2,FUNC
111,Vertical Line Test,102,FUNC
112,Discrete Function,102,FUNC
113,Continuous Function,102,FUNC
114,Piecewise Function,102,FUNC
115,Step Function,114,FUNC
116,Absolute Value Function,102|18,FUNC
117,Parent Function,102,FUNC
118,Function Transformation,117,FUNC
119,Translation,118,FUNC
120,Reflection,118,FUNC
121,Coordinate Plane,20,GRAPH
122,Ordered Pair,121,GRAPH
123,X-Coordinate,122,GRAPH
124,Y-Coordinate,122,GRAPH
125,Origin,121,GRAPH
126,Quadrants,121,GRAPH
127,Plotting Points,122|121,GRAPH
128,Linear Function,102|81,GRAPH
129,Graph of a Line,128|127,GRAPH
130,X-Intercept,129,GRAPH
131,Y-Intercept,129,GRAPH
132,Slope,129,GRAPH
133,Rise,132,GRAPH
134,Run,132,GRAPH
135,Rate of Change,132,GRAPH
136,Slope Formula,132|122,GRAPH
137,Positive Slope,132,GRAPH
138,Negative Slope,132,GRAPH
139,Zero Slope,132,GRAPH
140,Undefined Slope,132,GRAPH
141,Slope-Intercept Form,128|132|131,GRAPH
142,Point-Slope Form,128|132|122,GRAPH
143,Standard Form,128,GRAPH
144,Horizontal Line,129|139,GRAPH
145,Vertical Line,129|140,GRAPH
146,System of Equations,7,SYS
147,Solution of a System,146,SYS
148,Consistent System,146,SYS
149,Inconsistent System,146,SYS
150,Independent System,148,SYS
151,Dependent System,148,SYS
152,Graphing Method,146|129,SYS
153,Substitution Method,146|37,SYS
154,Elimination Method,146|39,SYS
155,Linear Combination,154,SYS
156,System of Inequalities,146|91,SYS
157,Graphing Systems,156|152,SYS
158,Solution Region,157,SYS
159,Boundary Line,157,SYS
160,Applications of Systems,146|87,DATA
161,Quadratic Function,102|45,QUAD
162,Parabola,161|129,QUAD
163,Vertex,162,QUAD
164,Axis of Symmetry,162,QUAD
165,Maximum Value,163,QUAD
166,Minimum Value,163,QUAD
167,Standard Form of Quadratic,161|48,QUAD
168,Vertex Form,161|163,QUAD
169,Graphing Quadratics,162|127,QUAD
170,Quadratic Equation,7|45,QUAD
171,Solving Quadratics by Graphing,170|169,QUAD
172,Solving by Square Roots,170|32,QUAD
173,Completing the Square,170|55,QUAD
174,Quadratic Formula,170|173,QUAD
175,Discriminant,174,QUAD
176,Nature of Roots,175,QUAD
177,Complex Numbers,176,QUAD
178,Imaginary Unit,177,QUAD
179,Applications of Quadratics,170|87,DATA
180,Projectile Motion,179,DATA
181,Exponential Function,102|21,QUAD
182,Exponential Growth,181,QUAD
183,Exponential Decay,181,QUAD
184,Growth Factor,182,QUAD
185,Decay Factor,183,QUAD
186,Initial Value,181,QUAD
187,Compound Interest,182,DATA
188,Exponential Models,181,QUAD
189,Comparing Linear and Exponential,128|181,QUAD
190,Graphing Exponentials,181|127,QUAD
191,Data Set,1,DATA
192,Scatterplot,121|191,DATA
193,Correlation,192,DATA
194,Positive Correlation,193,DATA
195,Negative Correlation,193,DATA
196,No Correlation,193,DATA
197,Line of Best Fit,192|129,DATA
198,Linear Regression,197,DATA
199,Arithmetic Sequence,1,DATA
200,Geometric Sequence,199|21,DATA
